Pharmacy Name,City,Telephone,Address/Street,Latitude,Longitude,Working Days,Working Hours,De Garde,Google Maps Link,Pharmacy_Last_Updated,Extraction_Day
Pharmacie Rihab صيدلية رحاب,Salé El Jadida,Not Available,Not Listed,34.0045767,-6.7459462,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0045767,-6.7459462",2026-05-13,Friday (2026-06-05)
Pharmacie Bassine صيدلية باسين,Kénitra,Not Available,Not Listed,34.218365,-6.625507,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.218365,-6.625507",2026-03-09,Friday (2026-06-05)
صيدلية حليم,Laayoune,+212 5 28 99 77 03,Not Listed,27.1327086,-13.1573619,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1327086,-13.1573619",2026-04-16,Friday (2026-06-05)
صيدلية سكينة,Laayoune,+212 6 42 42 52 50,Not Listed,27.1358523,-13.1576825,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1358523,-13.1576825",2026-03-04,Friday (2026-06-05)
Pharmacie Karamat صيدلية كرامة,Laayoune,+212 5 28 98 26 83,ALWIFAQ,27.1233559,-13.1782697,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1233559,-13.1782697",2026-04-16,Friday (2026-06-05)
صيدلية بيد الله,Laayoune,+212 5 28 99 02 03,Not Listed,27.1370028,-13.1613812,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1370028,-13.1613812",2026-04-16,Friday (2026-06-05)
صيدلية الفرابي,Laayoune,+212 8 08 62 68 47,Bloc B,27.1385894,-13.1677891,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1385894,-13.1677891",2026-03-04,Friday (2026-06-05)
صيدلية الفتح,Laayoune,+212 5 28 99 14 88,Not Listed,27.1363966,-13.1851853,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1363966,-13.1851853",2026-03-04,Friday (2026-06-05)
Pharmacie Al Abadila صيدلية العبادلة,العيون Laâyoune,Not Available,Not Listed,27.1435925,-13.1975094,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1435925,-13.1975094",2026-05-02,Friday (2026-06-05)
Pharmacie Achraf صيدلية أشرف,العيون Laâyoune,Not Available,Not Listed,27.1464185,-13.1972466,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1464185,-13.1972466",2026-05-02,Friday (2026-06-05)
Pharmacie Ben Qadi صيدلية بن القاضي,العيون Laâyoune,Not Available,Not Listed,27.1432775,-13.2026646,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1432775,-13.2026646",2026-05-02,Friday (2026-06-05)
صيدلية صامد,Laayoune,+212 5 28 89 27 35,Not Listed,27.1466369,-13.1822691,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1466369,-13.1822691",2026-04-16,Friday (2026-06-05)
صيدلية مولاي عبد العزيز,Laâyoune,+212 5 28 89 22 27,Not Listed,27.1572478,-13.2058511,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1572478,-13.2058511",2026-03-04,Friday (2026-06-05)
Pharmacie Chifaa صيدلية الشفاء,Laayoune,Not Available,Not Listed,27.1632843,-13.2129187,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1632843,-13.2129187",2026-05-02,Friday (2026-06-05)
صيدلية وليد,Laâyoune,+212 5 28 89 25 89,Not Listed,27.1532175,-13.2078688,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1532175,-13.2078688",2026-05-02,Friday (2026-06-05)
Pharmacie Al Massjid صيدلية المسجد,Laayoune,Not Available,Not Listed,27.1551411,-13.2049559,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1551411,-13.2049559",2026-05-02,Friday (2026-06-05)
Pharmacie Anas Ibno Malik صيدلية أنس ابن مالك,Laayoune,+212 5 28 98 28 94,Not Listed,27.1333138,-13.1851747,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1333138,-13.1851747",2026-04-16,Friday (2026-06-05)
Pharmacie Al Rahmane صيدلية الرحمان,Laayoune,+212 5 28 98 42 88,Not Listed,27.1296611,-13.1791058,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1296611,-13.1791058",2026-04-16,Friday (2026-06-05)
صيدلية القيروان,Laayoune,+212 5 28 89 42 52,Not Listed,27.153278,-13.2018159,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.153278,-13.2018159",2026-04-16,Friday (2026-06-05)
Pharmacie attaaoune صيدلية التعاون,Laayoune,Not Available,Avenue Forces Auxilliaires,27.1489035,-13.2106753,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1489035,-13.2106753",2026-05-02,Friday (2026-06-05)
Pharmacie Al Qods صيدلية القدس,Guelmim,Not Available,Not Listed,29.0019662,-10.0496017,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=29.0019662,-10.0496017",2026-05-07,Friday (2026-06-05)
Pharmacie Hopital 20 Aout صيدلية مستشفى 20 أغسطس,كلميمة,Not Available,Not Listed,31.6828555,-4.9607403,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=31.6828555,-4.9607403",2026-03-30,Friday (2026-06-05)
Pharmacie Marina Agadir صيدلية مارينا أكادير,Agadir,Not Available,Rue Tawada,30.4237011,-9.6181807,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=30.4237011,-9.6181807",2026-05-29,Friday (2026-06-05)
Pharmacie Najd 2 صيدلية نجد,El Jadida,Not Available,Not Listed,33.2268176,-8.5050351,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.2268176,-8.5050351",2026-01-09,Friday (2026-06-05)
Pharmacie 8 mars صيدلية 8 مارس,Khénifra,+212 5 35 58 88 34,Not Listed,32.9321576,-5.6688252,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.9321576,-5.6688252",2026-04-18,Friday (2026-06-05)
Pharmacie Route Rabat صيدلية طريق الرباط,Oued Zem ⵡⴰⴷ ⵣⴰⵎ وادي زم,Not Available,Not Listed,32.8719313,-6.5725387,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.8719313,-6.5725387",2026-04-08,Friday (2026-06-05)
Pharmacie Al Massira صيدلية المسيرة,Oued Zem ⵡⴰⴷ ⵣⴰⵎ وادي زم,Not Available,Not Listed,32.8653119,-6.5528392,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.8653119,-6.5528392",2026-04-08,Friday (2026-06-05)
Pharmacie Ennasr صيدلية النصر,Oued Zem ⵡⴰⴷ ⵣⴰⵎ وادي زم,Not Available,Not Listed,32.8633684,-6.5573463,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.8633684,-6.5573463",2026-04-08,Friday (2026-06-05)
Pharmacie Al Hasnaa صيدلية الحسناء,Oued Zem,Not Available,Not Listed,32.8602592,-6.5557584,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=32.8602592,-6.5557584",2026-04-08,Friday (2026-06-05)
Pharmacie Santé صيدلية الصحة,Benslimane ابن سليمان,Not Available,Not Listed,33.6159576,-7.1207835,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6159576,-7.1207835",2026-05-18,Friday (2026-06-05)
Pharmacie Centre صيدلية المركز,Benslimane ابن سليمان,Not Available,Not Listed,33.6198641,-7.1248628,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6198641,-7.1248628",2026-05-18,Friday (2026-06-05)
Pharmacie Souk صيدلية السوق,Benslimane ابن سليمان,Not Available,Not Listed,33.6225775,-7.1215709,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6225775,-7.1215709",2026-05-18,Friday (2026-06-05)
Pharmacie Al Qods صيدلية القدس,Benslimane ابن سليمان,Not Available,Not Listed,33.6169588,-7.1189464,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6169588,-7.1189464",2026-05-18,Friday (2026-06-05)
Pharmacie Al Ossra صيدلية الأسرة,Benslimane ابن سليمان,Not Available,Not Listed,33.6249524,-7.124513,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6249524,-7.124513",2026-05-18,Friday (2026-06-05)
Pharmacie Hay Karim صيدلية حي كريم,Benslimane ابن سليمان,Not Available,Not Listed,33.6260752,-7.131648,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6260752,-7.131648",2026-05-18,Friday (2026-06-05)
Pharmacie Oum Kasser صيدلية أم قصر,Benslimane ⴱⴰⵏⵙⵍⵉⵎⴰⵏ ابن سليمان,Not Available,Not Listed,33.6221266,-7.1249762,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6221266,-7.1249762",2026-05-18,Friday (2026-06-05)
Pharmacie Al Farah صيدلية الفرح,Benslimane ابن سليمان,Not Available,Not Listed,33.6252097,-7.1263895,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6252097,-7.1263895",2026-05-18,Friday (2026-06-05)
Pharmacie Omar صيدلية عمر,Benslimane ابن سليمان,Not Available,Not Listed,33.6258272,-7.1357043,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6258272,-7.1357043",2026-05-18,Friday (2026-06-05)
Pharmacie Mosquée Al Fath صيدلية مسجد الفتح,Benslimane ابن سليمان,Not Available,Not Listed,33.6243679,-7.1368001,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6243679,-7.1368001",2026-05-18,Friday (2026-06-05)
Pharmacie Ibtissame صيدلية ابتسام,Benslimane ابن سليمان,Not Available,Not Listed,33.6179714,-7.1250688,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.6179714,-7.1250688",2026-05-18,Friday (2026-06-05)
Pharmacie de L'Hopital صيدلية المستشفى,Morocco,Not Available,Boulevard Oued Eddahab,34.539135,-4.6417047,Mo-Sa,Mo-Sa 08:30-19:30,Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.539135,-4.6417047",2026-04-22,Friday (2026-06-05)
الصيدلية العصرية,Taounate,Not Available,Not Listed,34.5479508,-4.6437345,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.5479508,-4.6437345",2026-05-17,Friday (2026-06-05)
Pharmacie Hay Rass Lota صيدلية حي رأس لوطا,Fnideq ⴼⵏⵉⴷⴰⵇ الفنيدق,Not Available,Avenue Mohammed 5 شارع محمد الخامس,35.8449377,-5.3675971,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.8449377,-5.3675971",2026-04-11,Friday (2026-06-05)
Pharmacie Moulay Rachid صيدلية مولاي رشيد,Fnideq ⴼⵏⵉⴷⴰⵇ الفنيدق,Not Available,Not Listed,35.8483003,-5.3569248,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.8483003,-5.3569248",2026-04-11,Friday (2026-06-05)
Pharmacie Sidi Boghaba صيدلية سيدي بوغابة,Fnideq ⴼⵏⵉⴷⴰⵇ الفنيدق,Not Available,Avenue Rabat شارع الرباط,35.8501718,-5.3581418,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.8501718,-5.3581418",2026-04-11,Friday (2026-06-05)
Pharmacie Gualinus صيدلية جالينوس,Fnideq ⴼⵏⵉⴷⴰⵇ الفنيدق,Not Available,Avenue Ibn Rochd,35.8509036,-5.3565441,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.8509036,-5.3565441",2026-04-11,Friday (2026-06-05)
Pharmacy Sevilla,Fnideq ⴼⵏⵉⴷⴰⵇ الفنيدق,Not Available,Route de Ceuta,35.856366,-5.3550821,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.856366,-5.3550821",2026-05-08,Friday (2026-06-05)
Pharmacie Riad Sofia صيدلية رياض صوفيا,Martil,Not Available,Not Listed,35.6234887,-5.3005801,Mo-Su,Mo-Su 09:00-03:00,Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.6234887,-5.3005801",2026-04-27,Friday (2026-06-05)
Pharmacie Al Amine,Tétouan,Not Available,Not Listed,35.611775,-5.3355004,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.611775,-5.3355004",2026-05-15,Friday (2026-06-05)
Pharmacie Boujarrah صيدلية بوجراح,Tétouan تطوان,Not Available,Avenue Haj Mohamed Bennouna,35.5918702,-5.3527852,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.5918702,-5.3527852",2026-05-15,Friday (2026-06-05)
Pharmacie Nadia صيدلية نادية,Oujda,+212 5 36 70 38 00,Boulevard Allal Al Fassi شارع علال الفاسي,34.6790061,-1.900171,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.6790061,-1.900171",2026-04-16,Friday (2026-06-05)
Pharmacie Tamar صيدلية التمار,Ben Ahmed,+212 5 27 54 23 68,Avenue Moulay Abdelaziz,33.0619977,-7.2434945,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.0619977,-7.2434945",2026-04-16,Friday (2026-06-05)
Pharmacie La Source صيدلية المنبع,Tanger طنجة,Not Available,Rue Al Quadissia,35.7421059,-5.7966406,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7421059,-5.7966406",2026-02-23,Friday (2026-06-05)
Pharmacie El Aouama صيدلية العوامة,Tanger طنجة,Not Available,Boulevard Royaume d'Arabie Saoudite,35.7433347,-5.7997666,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7433347,-5.7997666",2026-01-03,Friday (2026-06-05)
Pharmacie Passadena صيدلية باسادينا,Tanger طنجة,Not Available,Route de Tétouan,35.7660792,-5.7995678,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7660792,-5.7995678",2026-02-12,Friday (2026-06-05)
Pharmacie Tafilalet صيدلية تافيلالت,Tanger طنجة,Not Available,Not Listed,35.7571433,-5.8103002,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7571433,-5.8103002",2026-01-22,Friday (2026-06-05)
Pharmacie Drissia صيدلية الإدريسية,Tanger طنجة,Not Available,Boulevard Tarik Ibn Ziad شارع طارق بن زياد,35.7622996,-5.8034792,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7622996,-5.8034792",2026-02-12,Friday (2026-06-05)
Pharmacie Province صيدلية العمالة,Tanger طنجة,Not Available,Rue de la Province,35.7643841,-5.8082636,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7643841,-5.8082636",2026-02-12,Friday (2026-06-05)
صيدلية عيش,Tanger ⵜⵉⵏ ⵉⴳⴳⵉ طنجة,+212 5 39 30 15 48,Not Listed,35.763499,-5.756338,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=35.763499,-5.756338",2026-04-16,Friday (2026-06-05)
صيدلية الرضى,طنجة,+212 5 39 30 12 82,Not Listed,35.7624593,-5.7625914,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=35.7624593,-5.7625914",2026-03-05,Friday (2026-06-05)
صيدلية البحر الابيض المتوسط,Tanger,+212 5 39 94 50 46,Rue Plage Oualidia,35.7691537,-5.7674069,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7691537,-5.7674069",2026-03-05,Friday (2026-06-05)
صيدلية مسجد الفتح,Tanger,+212 5 39 35 31 98,Not Listed,35.7644754,-5.7832312,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=35.7644754,-5.7832312",2026-03-05,Friday (2026-06-05)
Pharmacie de la Gare,Tanger طنجة,Not Available,Not Listed,35.7713361,-5.7858704,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7713361,-5.7858704",2026-05-28,Friday (2026-06-05)
Pharmacie Aida صيدلية عايدة,Tanger ⵜⵉⵏ ⵉⴳⴳⵉ طنجة,Not Available,Not Listed,35.775314,-5.7952144,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.775314,-5.7952144",2026-01-12,Friday (2026-06-05)
Pharmacie La Wilaya صيدلية الولاية,Tanger طنجة,Not Available,Avenue de la Marche Verte شارع المسيرة الخضراء,35.7725945,-5.8113934,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7725945,-5.8113934",2026-01-15,Friday (2026-06-05)
Pharmacie Ibn Sina صيدلية ابن سينا,Tanger طنجة,Not Available,Avenue Hassan II شارع الحسن الثاني,35.7866173,-5.820818,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=35.7866173,-5.820818",2026-05-21,Friday (2026-06-05)
Pharmacie Nabil صيدلية نبيل,Meknès ⴰⵎⴽⵏⴰⵙ مكناس,Not Available,Not Listed,33.8658592,-5.5768589,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=33.8658592,-5.5768589",2026-03-30,Friday (2026-06-05)
Pharmacie Asmae صيدلية أسماء,Fès,+212 5 35 73 21 93,Avenue Rachad,34.0136448,-4.9752165,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0136448,-4.9752165",2026-03-05,Friday (2026-06-05)
Pharmacie Saada صيدلية السعادة,Fès,+212 5 35 60 91 56,HAY SAADA RTE AIN CHQEF,34.0256245,-5.0048828,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0256245,-5.0048828",2026-03-05,Friday (2026-06-05)
Pharmacie Gharnata صيدلية غرناطة,Fès,+212 5 35 62 20 06,Not Listed,34.0357569,-5.0287686,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0357569,-5.0287686",2026-03-05,Friday (2026-06-05)
Pharmacie Berrada صيدلية برادة,Fès,+212 5 35 62 28 90,Not Listed,34.0591521,-5.0138627,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0591521,-5.0138627",2026-03-05,Friday (2026-06-05)
Pharmacie Saguia Lhamra صيدلية الساقية الحمراء,Fès ⴼⴰⵙ فاس,Not Available,Not Listed,34.0182531,-4.9723992,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0182531,-4.9723992",2026-05-14,Friday (2026-06-05)
صيدلية جالينوس,LAAYOUNE,+212 5 28 98 54 62,Boulevard Abd El Moumen Al Mouwahhid,27.1432139,-13.1839947,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1432139,-13.1839947",2026-04-16,Friday (2026-06-05)
صيدلية الصحة,LAAYOUNE,+212 6 96 96 19 49,LA MARINE,27.1597094,-13.1940366,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1597094,-13.1940366",2026-03-04,Friday (2026-06-05)
صيدلية المستشفى الجامعي,LAAYOUNE,+212 7 03 06 18 88,25 MARS,27.1312044,-13.144498,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1312044,-13.144498",2026-04-16,Friday (2026-06-05)
صيدلية الدشيرة,Laayoune,+212 5 28 89 42 19,Not Listed,27.1505155,-13.1985557,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=27.1505155,-13.1985557",2026-04-16,Friday (2026-06-05)
الصيدلية الرئيسية,العيون Laâyoune,+212 5 28 89 22 27,Boulevard Boukraa شارع بوكراع,27.1475551,-13.1992269,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1475551,-13.1992269",2026-05-02,Friday (2026-06-05)
صيدلية رابحة,Morocco,+212 5 35 46 77 98,Not Listed,33.8592796,-5.552029,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.8592796,-5.552029",2026-03-05,Friday (2026-06-05)
Pharmacie Grenade صيدلية غرناطة,Laâyoune,+212 5 28 99 07 66,Boulevard Mezouar شارع مزوار,27.1409014,-13.1925189,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1409014,-13.1925189",2026-03-04,Friday (2026-06-05)
Pharmacie de Rabat,Morocco,+212 5 37 70 74 68,Not Listed,34.0184271,-6.8457835,Monday - Saturday (Standard),09:00 - 20:00 (Standard),Yes / 24h,"https://www.google.com/maps/search/?api=1&query=34.0184271,-6.8457835",2026-03-05,Friday (2026-06-05)
Sonaba,Morocco,+212 5 28 23 03 48,Not Listed,30.3996557,-9.5878933,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=30.3996557,-9.5878933",2026-03-05,Friday (2026-06-05)
صيدلية 25 مارس,LAAYOUNE,+212 5 25 13 67 77,25 MARS,27.1239462,-13.1564689,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1239462,-13.1564689",2026-04-16,Friday (2026-06-05)
صيدلية الوفاق الكبير,Morocco,+212 5 25 13 39 68,GRAND WIFAQ RUE 30,27.1123898,-13.1719579,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1123898,-13.1719579",2026-05-16,Friday (2026-06-05)
صيدلية شارع حبوها,LAAYOUNE,+212 5 28 98 30 40,BOULEVARD HABBOUHA,27.1365745,-13.1704838,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1365745,-13.1704838",2026-04-16,Friday (2026-06-05)
Pharmacie & Parapharmacie Centrale de Bouskoura,Morocco,+212 6 63 01 31 67,Not Listed,33.4929542,-7.6488068,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.4929542,-7.6488068",2026-03-04,Friday (2026-06-05)
صيدلية إيناس,LAAYOUNE,+212 6 64 68 81 85,Not Listed,27.1345823,-13.1524281,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.1345823,-13.1524281",2026-04-16,Friday (2026-06-05)
صيدلية النزهة,Morocco,+212 5 37 63 66 84,Not Listed,33.9566815,-6.8171845,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=33.9566815,-6.8171845",2026-03-05,Friday (2026-06-05)
صيدلية معاذ ابن جبل,EL MARSA,+212 5 28 99 82 75,LOTISSEMENT LA MARINE,27.0866776,-13.4096099,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.0866776,-13.4096099",2026-04-16,Friday (2026-06-05)
صيدلية لالة فاطمة,El Marsa المرسى,+212 5 28 99 83 19,Rue Lalla Asmaa,27.0946529,-13.411289,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.0946529,-13.411289",2026-04-16,Friday (2026-06-05)
صيدلية المحيط,El Marsa,+212 5 28 99 83 23,AVENUEBA HNINI,27.097674,-13.4143309,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.097674,-13.4143309",2026-04-16,Friday (2026-06-05)
صيدلية أتيل,El Marsa المرسى,+212 5 28 99 87 80,Avenue Imam Ali Bni Abi Taleb,27.089831,-13.4111587,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.089831,-13.4111587",2026-04-16,Friday (2026-06-05)
صيدلية الصحراء,El Marsa المرسى,+212 5 28 99 81 09,Avenue Allak Ben Abdellah,27.0963324,-13.4110872,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=27.0963324,-13.4110872",2026-04-16,Friday (2026-06-05)
صيدلية الحساني Pharmacie El Hassani,Morocco,+212 5378-32965,Not Listed,34.0148984,-6.7651773,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=34.0148984,-6.7651773",2026-04-30,Friday (2026-06-05)
Pharmacie Ennasr صيدلية النصر,Morocco,Not Available,Not Listed,34.0126624,-6.7648397,Monday - Saturday (Standard),09:00 - 20:00 (Standard),No,"https://www.google.com/maps/search/?api=1&query=34.0126624,-6.7648397",2026-04-30,Friday (2026-06-05)
